230,1.383802157
235,1.383802157
240,1.383802157
245,1.566477379
250,1.646338217
255,1.558934359
260,1.409757026
265,1.290213456
270,1.176113341
275,1.105873633
280,1.10631191
285,1.114865679
290,1.143251827
295,1.19015985
300,1.21670388
305,1.220635894
310,1.218258993
315,1.213006889
320,1.200403026
325,1.191315643
330,1.169604922
335,1.162267997
340,1.148523878
345,1.137099411
350,1.120025343
355,1.087759596
360,1.051291925
365,1.015342399
370,1
375,1.011074629
380,1.038904504
385,1.070588155
390,1.100879261
395,1.122726558
400,1.136806743
405,1.150264422
410,1.165776756
415,1.176508739
420,1.181340613
425,1.186241698
430,1.185569734
435,1.176149399
440,1.158826297
445,1.142361731
450,1.15135526
455,1.168480231
460,1.192754384
465,1.211126756
470,1.215644929
475,1.224656447
480,1.243755677
485,1.234921133
490,1.238203179
495,1.237397084
500,1.246655795
505,1.240236924
510,1.240476511
515,1.243616953
520,1.242232922
525,1.24628714
530,1.242082695
535,1.239650117
540,1.239669671
545,1.230163228
550,1.237114612
555,1.233487636
560,1.2341277
565,1.235013293
570,1.226985341
575,1.22769212
580,1.225518049
585,1.212233863
590,1.203142974
595,1.194858601
600,1.140510635
